DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2024-11-13,Medellin,3651.84,298.5,2377.71
2024-11-13,Cali,668.82,556.38,6783.67
2024-11-13,Barranquilla,225.55,1407.87,343.34
2024-11-13,Cartagena,9613.06,2220.19,638.0
2024-11-14,Bogota,1409.66,394.76,7355.01
2024-11-14,Medellin,6438.05,1136.38,2071.77
2024-11-14,Cali,4014.68,482.17,364.37
2024-11-14,Barranquilla,401.44,2883.27,6144.73
2024-11-14,Cartagena,3309.86,1426.18,738.08
2024-11-15,Bogota,582.12,472.14,883.91
2024-11-15,Medellin,917.5,3015.97,4867.16
2024-11-15,Cali,1654.85,1404.95,3698.18
2024-11-15,Barranquilla,14464.89,722.52,1331.29
2024-11-15,Cartagena,986.15,4570.02,7733.15
2024-11-16,Bogota,8971.63,2739.33,2123.68
2024-11-16,Medellin,2351.18,499.3,4570.62
2024-11-16,Cali,2824.81,279.33,1908.6
2024-11-16,Barranquilla,469.66,701.26,6912.78
2024-11-16,Cartagena,2653.16,3068.16,3375.44
2024-11-17,Bogota,1193.78,1195.04,3859.07
2024-11-17,Medellin,1266.57,756.48,2272.28
2024-11-17,Cali,2249.99,2123.44,1037.15
2024-11-17,Barranquilla,4194.16,35.99,1133.45
2024-11-17,Cartagena,3798.78,2510.78,3805.88
2024-11-18,Bogota,1124.3,3978.44,67.53
2024-11-18,Medellin,89.69,573.08,432.88
2024-11-18,Cali,860.17,1421.03,2260.88
2024-11-18,Barranquilla,1853.92,110.54,3097.2
2024-11-18,Cartagena,7386.75,34.2,4355.42
2024-11-19,Bogota,2018.71,3619.48,1537.28
2024-11-19,Medellin,4497.1,433.64,4160.09
2024-11-19,Cali,1930.74,301.21,2632.14
2024-11-19,Barranquilla,1253.99,141.37,569.77
2024-11-19,Cartagena,853.2,1065.67,1620.17
2024-11-20,Bogota,5275.68,1628.45,410.32
2024-11-20,Medellin,977.92,2.07,3087.82
2024-11-20,Cali,669.08,1963.49,6856.26
2024-11-20,Barranquilla,3582.11,157.34,1550.59
2024-11-20,Cartagena,2511.2,3951.88,476.11
2024-11-21,Bogota,3050.95,689.04,8355.12
2024-11-21,Medellin,2866.66,1021.61,105.97
2024-11-21,Cali,2361.92,8.5,1337.22
2024-11-21,Barranquilla,347.76,2962.61,1808.07
2024-11-21,Cartagena,3993.89,627.46,1831.94
2024-11-22,Bogota,1947.6,1076.07,734.32
2024-11-22,Medellin,71.02,3457.25,1483.33
2024-11-22,Cali,5355.8,224.85,3579.87
2024-11-22,Barranquilla,572.74,2673.69,4333.29
2024-11-22,Cartagena,6614.25,918.14,3652.35
2024-11-23,Bogota,1806.92,3515.3,93.26
2024-11-23,Medellin,5308.43,2351.61,6212.61
2024-11-23,Cali,5071.22,796.34,1523.25
2024-11-23,Barranquilla,1170.31,126.42,5727.05
2024-11-23,Cartagena,3475.93,41.73,2639.11
2024-11-24,Bogota,4513.5,2827.52,3073.81
2024-11-24,Medellin,9438.63,876.9,918.21
2024-11-24,Cali,48.4,1486.16,4080.72
2024-11-24,Barranquilla,418.73,2910.43,8401.76
2024-11-24,Cartagena,2536.99,495.53,1469.38
2024-11-25,Bogota,7.36,2248.52,105.2
2024-11-25,Medellin,4146.06,27.76,4483.92
2024-11-25,Cali,2556.12,326.57,1273.66
2024-11-25,Barranquilla,3265.3,1660.78,2850.72
2024-11-25,Cartagena,2860.35,1908.15,4673.97
2024-11-26,Bogota,5434.09,2074.31,3888.08
2024-11-26,Medellin,642.49,258.44,1374.51
2024-11-26,Cali,1594.7,1084.76,7082.23
2024-11-26,Barranquilla,3707.45,3012.88,1077.17
2024-11-26,Cartagena,2420.54,535.99,537.49
2024-11-27,Bogota,2550.33,679.1,4175.44
2024-11-27,Medellin,1877.14,92.7,4403.22
2024-11-27,Cali,622.83,3325.35,126.13
2024-11-27,Barranquilla,5036.38,348.66,2749.95
2024-11-27,Cartagena,1724.83,1141.27,840.92
2024-11-28,Bogota,6687.14,462.6,6406.78
2024-11-28,Medellin,8380.09,674.24,906.55
2024-11-28,Cali,785.35,2956.01,2828.19
2024-11-28,Barranquilla,1808.51,693.9,454.57
2024-11-28,Cartagena,224.37,3049.11,6998.32
2024-11-29,Bogota,468.15,1861.75,454.61
2024-11-29,Medellin,2591.46,386.96,3245.94
2024-11-29,Cali,2130.72,435.47,794.89
2024-11-29,Barranquilla,1684.07,525.25,4394.39
2024-11-29,Cartagena,3694.08,1058.38,633.03
2024-11-30,Bogota,935.13,1153.07,4430.92
2024-11-30,Medellin,1619.07,3686.14,2200.49
2024-11-30,Cali,8422.44,2685.24,3848.53
2024-11-30,Barranquilla,2532.76,973.45,2294.22
2024-11-30,Cartagena,3460.57,48.69,2537.35
2024-12-01,Bogota,4735.7,1049.17,6109.19
2024-12-01,Medellin,2048.29,688.12,1707.51
2024-12-01,Cali,1950.21,1047.63,5648.05
2024-12-01,Barranquilla,2198.43,54.59,2017.71
2024-12-01,Cartagena,6854.32,7273.36,2344.41
2024-12-02,Bogota,1536.75,294.72,4546.22
2024-12-02,Medellin,7362.49,1600.08,1704.2
2024-12-02,Cali,142.05,376.2,6346.5
2024-12-02,Barranquilla,991.07,3986.34,2341.91
2024-12-02,Cartagena,7741.72,2179.0,1353.92
2024-12-03,Bogota,6760.44,539.92,4185.22
2024-12-03,Medellin,582.93,1786.42,1046.16
2024-12-03,Cali,613.09,2689.47,5233.56
2024-12-03,Barranquilla,3514.44,207.89,979.05
2024-12-03,Cartagena,1123.33,375.35,19.46
2024-12-04,Bogota,973.27,879.76,689.71
2024-12-04,Medellin,1089.71,164.64,5600.25
2024-12-04,Cali,1533.11,671.65,1386.38
2024-12-04,Barranquilla,7565.51,494.37,5815.44
2024-12-04,Cartagena,2576.53,3506.1,1525.42
2024-12-05,Bogota,769.82,407.43,1282.13
2024-12-05,Medellin,2630.63,2351.45,5875.37
2024-12-05,Cali,2210.7,447.74,273.3
2024-12-05,Barranquilla,448.3,1808.89,7601.86
2024-12-05,Cartagena,9816.55,1605.77,1983.24
2024-12-06,Bogota,2674.44,478.57,955.56
2024-12-06,Medellin,1163.75,1323.66,595.46
2024-12-06,Cali,2460.33,196.43,2163.6
2024-12-06,Barranquilla,841.51,505.77,7086.0
2024-12-06,Cartagena,5588.19,3150.45,1041.78
2024-12-07,Bogota,4912.84,345.08,1663.04
2024-12-07,Medellin,833.66,1343.93,1804.59
2024-12-07,Cali,4559.18,591.28,605.29
2024-12-07,Barranquilla,3157.47,225.29,1713.07
2024-12-07,Cartagena,245.38,3252.04,6553.51
2024-12-08,Bogota,868.73,1313.16,2667.03
2024-12-08,Medellin,7558.14,1317.32,1149.94
2024-12-08,Cali,606.89,1200.74,6137.22
2024-12-08,Barranquilla,2598.84,310.65,389.82
2024-12-08,Cartagena,337.94,1280.88,2683.93
2024-12-09,Bogota,574.55,311.75,1448.46
2024-12-09,Medellin,1089.17,3733.44,762.98
2024-12-09,Cali,45.6,171.85,603.65
2024-12-09,Barranquilla,2047.06,682.05,511.57
2024-12-09,Cartagena,10842.18,1133.47,10624.67
2024-12-10,Bogota,563.55,567.81,950.1
2024-12-10,Medellin,1888.84,2902.87,1804.18
2024-12-10,Cali,3169.89,589.18,1090.55
2024-12-10,Barranquilla,4780.11,133.41,3208.03
2024-12-10,Cartagena,43.73,122.24,2737.03
2024-12-11,Bogota,8103.19,1229.36,131.7
2024-12-11,Medellin,368.88,3807.4,2821.51
2024-12-11,Cali,1633.52,1664.96,9542.06
2024-12-11,Barranquilla,5897.11,2035.22,5227.62
2024-12-11,Cartagena,1995.26,1544.49,964.42
2024-12-12,Bogota,184.75,259.46,2051.83
2024-12-12,Medellin,4317.94,513.9,1300.85
2024-12-12,Cali,2584.02,2597.25,1909.33
2024-12-12,Barranquilla,1987.98,1147.96,1793.17
2024-12-12,Cartagena,1694.87,138.45,2872.0
2024-12-13,Bogota,3027.53,1616.02,2612.17
2024-12-13,Medellin,7618.74,1232.27,3823.05
2024-12-13,Cali,1669.47,2351.01,5843.04
2024-12-13,Barranquilla,1500.76,567.68,54.84
2024-12-13,Cartagena,1371.85,2008.49,2140.33
2024-12-14,Bogota,630.96,1583.48,2699.89
2024-12-14,Medellin,5079.77,421.72,807.23
2024-12-14,Cali,743.0,653.07,5148.47
2024-12-14,Barranquilla,2296.14,2410.51,450.85
2024-12-14,Cartagena,4318.23,2179.98,5203.38
2024-12-15,Bogota,136.32,287.74,4076.71
2024-12-15,Medellin,3652.56,1848.36,2731.05
2024-12-15,Cali,2684.02,2976.76,5882.16
2024-12-15,Barranquilla,394.2,2146.91,2935.48
2024-12-15,Cartagena,8908.33,490.41,590.05
2024-12-16,Bogota,3205.92,1199.6,6296.61
2024-12-16,Medellin,2898.39,2880.28,1016.93
2024-12-16,Cali,6955.32,1940.45,6497.32
2024-12-16,Barranquilla,3642.43,1901.34,3242.38
2024-12-16,Cartagena,2892.27,517.1,2622.13
2024-12-17,Bogota,2471.92,3302.85,5700.82
2024-12-17,Medellin,1340.47,196.0,3296.32
2024-12-17,Cali,4189.75,1234.14,2078.16
2024-12-17,Barranquilla,4246.72,793.23,4065.41
2024-12-17,Cartagena,4206.84,1712.96,979.03
2024-12-18,Bogota,2367.52,1097.79,1631.89
2024-12-18,Medellin,1188.24,247.23,1336.31
2024-12-18,Cali,2599.2,161.46,1887.49
2024-12-18,Barranquilla,473.77,1511.51,1716.66
2024-12-18,Cartagena,3724.89,2020.05,4349.69
2024-12-19,Bogota,4645.26,1286.67,2248.49
2024-12-19,Medellin,6824.67,610.42,38.77
2024-12-19,Cali,1642.44,633.21,6556.81
2024-12-19,Barranquilla,322.25,1171.68,398.23
2024-12-19,Cartagena,869.4,3530.8,4034.57
2024-12-20,Bogota,7.52,938.16,1033.39
2024-12-20,Medellin,5079.12,980.07,618.31
2024-12-20,Cali,4917.63,4351.8,14544.88
2024-12-20,Barranquilla,1859.83,92.02,170.87
2024-12-20,Cartagena,3236.07,733.34,144.09
2024-12-21,Bogota,465.16,2357.8,1700.85
2024-12-21,Medellin,5326.14,2916.21,2519.65
2024-12-21,Cali,2776.61,664.06,555.66
2024-12-21,Barranquilla,1243.04,668.33,3688.13
2024-12-21,Cartagena,5550.82,1939.29,8006.98
2024-12-22,Bogota,7867.53,1360.72,1621.07
2024-12-22,Medellin,3437.23,526.63,304.99
2024-12-22,Cali,2862.51,1004.82,4356.4
2024-12-22,Barranquilla,1427.77,6313.8,6725.46
2024-12-22,Cartagena,1218.89,45.12,4201.66
2024-12-23,Bogota,4676.23,1074.5,2467.23
2024-12-23,Medellin,3597.44,1100.48,5431.67
2024-12-23,Cali,493.31,2016.74,1403.23
2024-12-23,Barranquilla,2891.05,530.8,2054.31
2024-12-23,Cartagena,1117.93,2757.07,251.56
2024-12-24,Bogota,4196.84,810.84,571.87
2024-12-24,Medellin,1685.3,158.22,3609.39
2024-12-24,Cali,527.29,1573.34,2803.1
2024-12-24,Barranquilla,456.13,42.32,1316.28
2024-12-24,Cartagena,4423.05,1996.09,3441.44
2024-12-25,Bogota,2653.52,19.15,1175.22
2024-12-25,Medellin,2279.45,1423.4,5856.39
2024-12-25,Cali,1937.72,3209.08,6156.18
2024-12-25,Barranquilla,4449.81,1879.07,1781.38
2024-12-25,Cartagena,2606.26,1534.82,108.73
2024-12-26,Bogota,589.4,1987.64,5036.02
2024-12-26,Medellin,333.91,1440.87,5650.64
2024-12-26,Cali,1446.28,1626.31,6681.57
2024-12-26,Barranquilla,16799.27,1652.83,1489.19
2024-12-26,Cartagena,395.2,2654.02,802.8
2024-12-27,Bogota,2005.88,136.03,160.55
2024-12-27,Medellin,6589.19,1878.2,3707.3
2024-12-27,Cali,207.74,864.48,2250.62
2024-12-27,Barranquilla,548.22,412.47,2837.37
2024-12-27,Cartagena,2520.28,3542.83,2569.36
2024-12-28,Bogota,88.09,5292.7,5709.88
2024-12-28,Medellin,16489.05,2398.53,395.08
2024-12-28,Cali,718.31,1194.32,1386.64
2024-12-28,Barranquilla,394.21,1183.49,5651.63
2024-12-28,Cartagena,1350.18,177.38,4450.64
2024-12-29,Bogota,2518.4,1186.96,4931.41
2024-12-29,Medellin,7565.42,798.06,4829.18
2024-12-29,Cali,1742.59,2654.78,234.65
2024-12-29,Barranquilla,2047.6,3604.85,5925.54
2024-12-29,Cartagena,1564.05,979.12,304.32
2024-12-30,Bogota,2639.2,1277.7,10246.88
2024-12-30,Medellin,1077.57,2501.83,2261.27
2024-12-30,Cali,4076.48,1660.98,1413.57
2024-12-30,Barranquilla,4249.62,2201.67,1292.76
2024-12-30,Cartagena,2526.24,397.88,476.52
2024-12-31,Bogota,5728.72,3797.02,1246.07
2024-12-31,Medellin,3155.82,1205.06,2773.84
2024-12-31,Cali,1985.52,988.21,1899.04
2024-12-31,Barranquilla,5387.99,1190.32,8733.37
2024-12-31,Cartagena,2562.36,1719.73,2663.41
2025-01-01,Bogota,9502.88,123.78,2709.52
2025-01-01,Medellin,2044.23,2518.48,1108.43
2025-01-01,Cali,2401.67,2810.47,1707.35
2025-01-01,Barranquilla,769.26,70.77,9245.52
2025-01-01,Cartagena,880.42,2197.84,597.58
2025-01-02,Bogota,1413.53,4749.94,1445.87
2025-01-02,Medellin,4577.82,1916.12,370.88
2025-01-02,Cali,1060.61,608.37,6975.63
2025-01-02,Barranquilla,6426.09,1603.6,4120.3
2025-01-02,Cartagena,3943.65,437.35,3628.31
2025-01-03,Bogota,4125.26,2255.65,61.29
2025-01-03,Medellin,301.17,1577.63,5900.95
2025-01-03,Cali,8881.9,2310.06,3173.63
2025-01-03,Barranquilla,2030.78,1191.68,2936.14
2025-01-03,Cartagena,908.53,347.64,3674.66
2025-01-04,Bogota,1936.16,1351.39,2423.59
2025-01-04,Medellin,7352.5,1647.57,235.02
2025-01-04,Cali,3559.69,2657.5,5538.42
2025-01-04,Barranquilla,1241.9,787.6,4375.92
2025-01-04,Cartagena,1091.82,2564.33,1976.12
2025-01-05,Bogota,4351.92,521.9,718.44
2025-01-05,Medellin,367.44,2757.2,2.36
2025-01-05,Cali,1737.93,2467.77,1330.75
2025-01-05,Barranquilla,2569.0,231.95,1808.76
2025-01-05,Cartagena,5273.79,1707.98,9833.26
2025-01-06,Bogota,1765.8,167.32,967.61
2025-01-06,Medellin,6698.97,6451.11,619.87
2025-01-06,Cali,7049.96,765.76,3748.15
2025-01-06,Barranquilla,87.1,38.45,9103.36
2025-01-06,Cartagena,926.09,1379.74,2844.45
2025-01-07,Bogota,4645.84,126.59,2555.3
2025-01-07,Medellin,3161.46,1048.59,5229.53
2025-01-07,Cali,125.29,1336.46,3843.58
2025-01-07,Barranquilla,2015.23,2061.13,253.61
2025-01-07,Cartagena,4201.17,2127.58,1398.81
2025-01-08,Bogota,14233.62,722.5,273.94
2025-01-08,Medellin,688.37,794.6,1260.75
2025-01-08,Cali,492.43,6856.99,10478.26
2025-01-08,Barranquilla,1389.95,1060.94,1401.54
2025-01-08,Cartagena,2393.98,943.32,5935.29
2025-01-09,Bogota,10535.69,4839.85,2737.15
2025-01-09,Medellin,4351.54,390.99,480.59
2025-01-09,Cali,2587.66,1261.46,7571.79
2025-01-09,Barranquilla,49.0,1315.59,186.11
2025-01-09,Cartagena,2016.01,2574.58,7309.18
2025-01-10,Bogota,1079.1,552.73,313.31
2025-01-10,Medellin,2708.93,1874.9,5804.45
2025-01-10,Cali,3773.8,1018.76,1219.38
2025-01-10,Barranquilla,810.08,2416.15,4029.66
2025-01-10,Cartagena,5167.75,280.83,1344.68
2025-01-11,Bogota,818.12,2228.42,4341.75
2025-01-11,Medellin,3832.08,157.46,5954.17
2025-01-11,Cali,2204.26,2074.99,2390.73
2025-01-11,Barranquilla,4339.75,2534.44,1729.37
2025-01-11,Cartagena,6434.9,674.3,1667.69
2025-01-12,Bogota,261.8,1808.73,462.58
2025-01-12,Medellin,1498.48,4947.15,118.99
2025-01-12,Cali,11367.06,285.42,10776.49
2025-01-12,Barranquilla,7.06,1340.76,4266.12
2025-01-12,Cartagena,1832.36,73.71,1299.09
2025-01-13,Bogota,2276.74,542.07,6356.28
2025-01-13,Medellin,6213.16,200.06,3215.69
2025-01-13,Cali,1296.85,1087.22,1960.36
2025-01-13,Barranquilla,5371.53,1229.25,1359.84
2025-01-13,Cartagena,7.95,6302.6,1292.16
2025-01-14,Bogota,3887.45,3696.74,2466.87
2025-01-14,Medellin,2317.5,2278.84,11698.0
2025-01-14,Cali,9249.6,922.28,2487.8
2025-01-14,Barranquilla,3112.36,2333.37,104.88
2025-01-14,Cartagena,405.78,443.43,847.46
2025-01-15,Bogota,3740.87,302.24,474.24
2025-01-15,Medellin,38.45,1022.03,205.73
2025-01-15,Cali,1235.81,1045.54,1963.71
2025-01-15,Barranquilla,2019.73,3073.93,7547.42
2025-01-15,Cartagena,4016.57,7.88,466.02
2025-01-16,Bogota,904.72,1654.49,3798.46
2025-01-16,Medellin,271.6,795.2,296.1
2025-01-16,Cali,4238.5,2327.87,1262.52
2025-01-16,Barranquilla,24.42,1127.6,1484.82
2025-01-16,Cartagena,5015.66,379.6,2934.78
2025-01-17,Bogota,519.06,1064.07,3412.3
2025-01-17,Medellin,625.29,498.03,980.4
2025-01-17,Cali,816.34,2665.85,2631.29
2025-01-17,Barranquilla,768.4,21.38,1501.84
2025-01-17,Cartagena,7484.89,854.53,2235.99
2025-01-18,Bogota,7409.45,2492.86,2288.86
2025-01-18,Medellin,847.7,776.2,386.56
2025-01-18,Cali,521.58,2012.87,2995.39
2025-01-18,Barranquilla,3899.64,1268.5,1078.5
2025-01-18,Cartagena,5714.32,4025.88,12684.94
2025-01-19,Bogota,2968.71,3194.67,2994.96
2025-01-19,Medellin,105.43,3460.85,5825.68
2025-01-19,Cali,5167.25,1188.23,1829.53
2025-01-19,Barranquilla,4724.88,482.88,1161.39
2025-01-19,Cartagena,4566.46,780.23,7132.1
2025-01-20,Bogota,515.33,1618.21,3418.59
2025-01-20,Medellin,168.48,2129.62,2523.43
2025-01-20,Cali,12892.67,3394.9,8619.72
2025-01-20,Barranquilla,1538.06,2676.26,1796.85
2025-01-20,Cartagena,2822.18,442.07,2139.26
2025-01-21,Bogota,986.27,2986.04,1205.15
2025-01-21,Medellin,6565.14,256.14,544.06
2025-01-21,Cali,6861.23,5641.31,3405.45
2025-01-21,Barranquilla,1310.8,2679.05,10345.2
2025-01-21,Cartagena,4036.95,257.81,4034.65
2025-01-22,Bogota,5602.49,3026.22,3247.03
2025-01-22,Medellin,2961.17,1910.26,5503.89
2025-01-22,Cali,3317.67,2152.9,3387.2
2025-01-22,Barranquilla,5127.27,1215.15,1416.66
2025-01-22,Cartagena,972.22,1567.71,4865.81
2025-01-23,Bogota,5889.4,691.49,327.4
2025-01-23,Medellin,398.55,955.91,5391.1
2025-01-23,Cali,3334.77,1861.39,1780.43
2025-01-23,Barranquilla,2839.77,270.96,2102.5
2025-01-23,Cartagena,2208.02,2391.04,6734.64
2025-01-24,Bogota,909.82,1320.53,7468.71
2025-01-24,Medellin,2268.44,595.97,512.74
2025-01-24,Cali,7344.73,3475.38,1785.77
2025-01-24,Barranquilla,5335.79,2717.13,7522.96
2025-01-24,Cartagena,2319.5,1245.2,612.96
2025-01-25,Bogota,5112.41,1512.34,1418.75
2025-01-25,Medellin,2243.38,1880.03,1443.85
2025-01-25,Cali,69.01,477.69,5478.11
2025-01-25,Barranquilla,2054.67,196.39,244.99
2025-01-25,Cartagena,1834.3,1176.82,1936.11
2025-01-26,Bogota,201.13,834.41,1718.55
2025-01-26,Medellin,9801.43,993.53,243.72
2025-01-26,Cali,2432.2,1683.26,1909.42
2025-01-26,Barranquilla,1094.88,3275.18,2422.83
2025-01-26,Cartagena,2295.43,35.88,10919.24
2025-01-27,Bogota,4418.86,1063.12,3844.85
2025-01-27,Medellin,696.8,213.0,4691.76
2025-01-27,Cali,5755.95,3172.69,570.73
2025-01-27,Barranquilla,159.6,464.17,279.94
2025-01-27,Cartagena,229.4,792.82,1842.9
2025-01-28,Bogota,5814.64,176.87,1935.61
2025-01-28,Medellin,4525.1,639.25,8126.92
2025-01-28,Cali,7121.17,6.97,1896.77
2025-01-28,Barranquilla,284.11,1631.88,599.26
2025-01-28,Cartagena,1886.1,6328.32,5095.55
2025-01-29,Bogota,3623.21,1369.34,5454.65
2025-01-29,Medellin,1195.46,2848.11,530.02
2025-01-29,Cali,1035.93,300.27,4045.61
2025-01-29,Barranquilla,5109.74,1906.52,3110.13
2025-01-29,Cartagena,4702.01,2163.52,1462.73
2025-01-30,Bogota,3504.05,774.45,903.69
2025-01-30,Medellin,2383.31,204.48,1242.62
2025-01-30,Cali,8085.83,2375.54,10961.67
2025-01-30,Barranquilla,54.63,1248.65,150.86
2025-01-30,Cartagena,437.01,1060.79,713.36
2025-01-31,Bogota,1427.66,3008.8,3206.66
2025-01-31,Medellin,820.46,1076.64,5438.34
2025-01-31,Cali,805.86,589.22,2345.24
2025-01-31,Barranquilla,9541.07,2321.01,1199.09
2025-01-31,Cartagena,104.54,501.88,1492.22
2025-02-01,Bogota,134.06,808.55,2323.49
2025-02-01,Medellin,13920.81,573.04,2772.65
2025-02-01,Cali,867.27,256.05,8000.84
2025-02-01,Barranquilla,214.86,3954.07,2695.75
2025-02-01,Cartagena,2898.36,2955.6,1335.9
2025-02-02,Bogota,4214.06,516.3,1634.93
2025-02-02,Medellin,703.56,1383.95,4364.05
2025-02-02,Cali,5323.35,3478.91,7608.61
2025-02-02,Barranquilla,4019.93,689.49,717.34
2025-02-02,Cartagena,666.9,756.43,339.69
2025-02-03,Bogota,2615.82,1698.28,1396.42
2025-02-03,Medellin,10815.51,749.9,3189.26
2025-02-03,Cali,573.19,633.14,6125.93
2025-02-03,Barranquilla,288.78,1587.57,51.73
2025-02-03,Cartagena,893.7,1605.61,4330.24
2025-02-04,Bogota,1354.71,389.58,1469.5
2025-02-04,Medellin,998.71,989.2,1863.43
2025-02-04,Cali,165.27,1629.78,2551.52
2025-02-04,Barranquilla,6364.31,1315.47,2806.68
2025-02-04,Cartagena,961.55,176.43,2248.63
2025-02-05,Bogota,2309.31,2204.9,223.28
2025-02-05,Medellin,493.56,7.1,414.07
2025-02-05,Cali,1854.08,1039.46,1662.33
2025-02-05,Barranquilla,2020.36,1253.21,1222.85
2025-02-05,Cartagena,9095.58,3335.66,14709.68
2025-02-06,Bogota,3828.88,2387.36,6120.33
2025-02-06,Medellin,7764.58,1465.47,3595.49
2025-02-06,Cali,2194.32,1657.37,3228.6
2025-02-06,Barranquilla,585.81,2975.22,202.09
2025-02-06,Cartagena,1782.97,754.6,4621.7
2025-02-07,Bogota,2865.34,1057.11,2651.91
2025-02-07,Medellin,2459.99,1465.47,2410.57
2025-02-07,Cali,7193.23,1749.6,4903.42
2025-02-07,Barranquilla,2887.96,1176.52,5260.04
2025-02-07,Cartagena,915.36,1119.07,788.55
2025-02-08,Bogota,8023.61,3520.1,1838.13
2025-02-08,Medellin,493.27,4308.41,9495.34
2025-02-08,Cali,1666.49,935.24,3792.63
2025-02-08,Barranquilla,6070.69,1470.17,5697.46
2025-02-08,Cartagena,3369.3,1179.94,424.34
2025-02-09,Bogota,3219.41,2900.83,1288.81
2025-02-09,Medellin,4760.84,407.1,7016.8
2025-02-09,Cali,2361.53,383.97,2778.56
2025-02-09,Barranquilla,2031.24,5805.39,4038.15
2025-02-09,Cartagena,4128.05,39.5,2490.46
2025-02-10,Bogota,1920.21,1434.68,1739.16
2025-02-10,Medellin,4141.36,2041.12,7197.44
2025-02-10,Cali,2621.46,1547.82,1373.1
2025-02-10,Barranquilla,4590.13,205.9,3088.64
2025-02-10,Cartagena,171.89,1292.83,535.36
2025-02-11,Bogota,8880.0,295.01,395.11
2025-02-11,Medellin,463.75,1445.25,731.0
2025-02-11,Cali,171.15,2246.05,1672.81
2025-02-11,Barranquilla,2187.77,996.73,2354.67
2025-02-11,Cartagena,2371.82,1663.52,8812.79
2025-02-12,Bogota,8681.86,3506.68,3559.81
2025-02-12,Medellin,3254.23,442.22,4052.11
2025-02-12,Cali,1151.38,223.75,1888.1
2025-02-12,Barranquilla,2033.01,2891.45,4208.13
2025-02-12,Cartagena,2033.64,757.08,2013.91
2025-02-13,Bogota,3730.65,592.72,4090.38
2025-02-13,Medellin,2143.11,2511.29,3402.62
2025-02-13,Cali,1210.9,264.26,1596.43
2025-02-13,Barranquilla,2894.67,1392.17,386.9
2025-02-13,Cartagena,711.46,684.26,545.71
2025-02-14,Bogota,2763.94,1213.93,3316.28
2025-02-14,Medellin,489.13,643.05,303.06
2025-02-14,Cali,10504.68,470.39,2254.48
2025-02-14,Barranquilla,481.18,158.52,8576.64
2025-02-14,Cartagena,2181.24,4167.48,3442.95
2025-02-15,Bogota,4226.89,3503.68,7472.75
2025-02-15,Medellin,1299.32,1492.76,638.23
2025-02-15,Cali,371.52,1824.36,1989.98
2025-02-15,Barranquilla,8040.34,0.63,5333.3
2025-02-15,Cartagena,3385.12,79.39,820.56
2025-02-16,Bogota,354.41,1655.84,1205.38
2025-02-16,Medellin,1308.12,48.76,2931.47
2025-02-16,Cali,5298.84,1601.15,645.49
2025-02-16,Barranquilla,1086.37,1325.78,14.53
2025-02-16,Cartagena,3848.11,1156.52,7487.66
2025-02-17,Bogota,357.27,461.65,2332.99
2025-02-17,Medellin,2189.1,250.03,519.16
2025-02-17,Cali,1498.45,2148.95,5867.76
2025-02-17,Barranquilla,6769.25,1457.74,1658.48
2025-02-17,Cartagena,287.62,394.56,800.41
2025-02-18,Bogota,2104.32,382.86,202.7
2025-02-18,Medellin,964.22,525.06,1997.43
2025-02-18,Cali,2550.07,27.03,8697.0
2025-02-18,Barranquilla,587.37,4210.55,844.12
2025-02-18,Cartagena,7116.87,915.87,2467.44
2025-02-19,Bogota,1352.96,994.49,6770.8
2025-02-19,Medellin,1350.13,1129.95,3510.05
2025-02-19,Cali,3546.39,2416.73,319.05
2025-02-19,Barranquilla,5449.08,1392.43,3584.63
2025-02-19,Cartagena,1614.54,103.21,191.17
2025-02-20,Bogota,3993.92,845.95,5492.66
2025-02-20,Medellin,445.71,1119.71,911.14
2025-02-20,Cali,820.26,2302.67,1495.2
2025-02-20,Barranquilla,3324.37,2843.66,4993.94
2025-02-20,Cartagena,7469.73,9.72,1513.84
2025-02-21,Bogota,418.55,1631.37,656.67
2025-02-21,Medellin,508.22,52.04,10805.81
2025-02-21,Cali,13064.4,3341.52,721.84
2025-02-21,Barranquilla,350.63,494.73,497.42
2025-02-21,Cartagena,150.4,742.21,1524.92
2025-02-22,Bogota,5322.83,437.38,1440.26
2025-02-22,Medellin,1757.06,3423.15,9896.9
2025-02-22,Cali,2421.28,566.22,2095.83
2025-02-22,Barranquilla,7226.13,2235.41,4050.3
2025-02-22,Cartagena,3169.18,1513.61,3741.24
2025-02-23,Bogota,5950.89,1615.55,777.66
2025-02-23,Medellin,269.58,176.28,121.11
2025-02-23,Cali,2150.97,589.36,189.22
2025-02-23,Barranquilla,2117.59,1540.91,7713.3
2025-02-23,Cartagena,611.39,759.35,3017.73
2025-02-24,Bogota,10427.13,16.29,503.5
2025-02-24,Medellin,579.04,399.61,2225.36
2025-02-24,Cali,157.7,1524.86,2707.09
2025-02-24,Barranquilla,1470.82,1278.17,3011.03
2025-02-24,Cartagena,12.25,3176.27,2404.49
2025-02-25,Bogota,2213.89,2123.88,531.64
2025-02-25,Medellin,6239.08,1344.0,3924.44
2025-02-25,Cali,1847.53,172.4,142.77
2025-02-25,Barranquilla,761.82,392.75,3932.54
2025-02-25,Cartagena,1009.63,2943.3,2057.81
2025-02-26,Bogota,7504.13,988.67,6678.49
2025-02-26,Medellin,3511.32,611.22,4087.5
2025-02-26,Cali,556.42,5026.46,4748.55
